YEAR,FIRM,SALE,XOPR
2010,UAMY,9,8
2011,UAMY,13,12
2012,UAMY,12,12
2013,UAMY,11,12
2014,UAMY,11,12
2015,UAMY,13,14
2016,UAMY,12,12
2017,UAMY,10,10
2018,UAMY,9,10
2010,UTX,54326,45380
2011,UTX,58190,49081
2012,UTX,57708,48920
2013,UTX,62626,52328
2014,UTX,64270,53106
2015,UTX,56450,46035
2016,UTX,57244,47709
2017,UTX,59837,50097
2018,UTX,66501,56741
2019,UTX,77046,63717
2010,SGMS,882,672
2011,SGMS,879,666
2012,SGMS,941,723
2013,SGMS,1091,830
2014,SGMS,1786,1474
2015,SGMS,2759,1817
2016,SGMS,2883,1896
2017,SGMS,3084,1962
2018,SGMS,3363,2155
2010,SXT,1328,1112
2011,SXT,1431,1193
2012,SXT,1459,1219
2013,SXT,1468,1211
2014,SXT,1448,1175
2015,SXT,1376,1118
2016,SXT,1383,1127
2017,SXT,1362,1098
2018,SXT,1387,1130
2009,UUU,26,26
2010,UUU,13,14
2011,UUU,13,15
2012,UUU,15,17
2013,UUU,13,15
2014,UUU,10,12
2015,UUU,14,15
2016,UUU,14,15
2017,UUU,15,16
2018,UUU,18,17
2010,CTTC,2,5
2011,CTTC,3,7
2012,CTTC,1,4
2013,CTTC,1,3
2014,CTTC,1,3
2015,CTTC,1,4
2016,CTTC,1,4
2010,UTMD,25,16
2011,UTMD,38,23
2012,UTMD,42,23
2013,UTMD,41,22
2014,UTMD,41,22
2015,UTMD,40,21
2016,UTMD,39,20
2017,UTMD,42,20
2018,UTMD,42,20
2010,VFC,7703,6524
2011,VFC,9459,8012
2012,VFC,10880,9187
2013,VFC,11420,9558
2014,VFC,12282,10234
2015,VFC,12377,10300
2016,VFC,12019,10054
2017,VFC,11811,9980
2018,VFC,13849,11532
2010,VMI,1976,1722
2011,VMI,2661,2321
2012,VMI,3030,2579
2013,VMI,3304,2746
2014,VMI,3123,2681
2015,VMI,2619,2289
2016,VMI,2522,2187
2017,VMI,2746,2397
2018,VMI,2757,2418
2010,VAL.1,3227,2765
2011,VAL.1,3953,3438
2012,VAL.1,4021,3419
2013,VAL.1,4104,3485
2014,VAL.1,4522,3820
2015,VAL.1,4393,3673
2016,VAL.1,4191,3510
2009,VALU,58,41
2009,VALU,0,0
2010,VALU,49,36
2010,VALU,0,0
2011,VALU,37,31
2011,VALU,0,0
2012,VALU,36,30
2012,VALU,0,0
2013,VALU,36,31
2013,VALU,0,0
2014,VALU,36,30
2014,VALU,0,0
2015,VALU,35,29
2015,VALU,0,0
2016,VALU,35,31
2016,VALU,0,0
2017,VALU,36,32
2017,VALU,0,0
2018,VALU,0,0
2018,VALU,36,30
2010,VAR,2357,1773
2011,VAR,2597,1960
2012,VAR,2807,2149
2013,VAR,2943,2272
2014,VAR,3050,2383
2015,VAR,3099,2465
2016,VAR,3218,2558
2017,VAR,2668,2190
2018,VAR,2919,2339
2019,VAR,3225,2644
2010,VECO,933,649
2011,VECO,979,693
2012,VECO,516,458
2013,VECO,332,382
2014,VECO,393,409
2015,VECO,477,454
2016,VECO,332,345
2017,VECO,485,458
2018,VECO,542,518
2010,VCON,49,50
2011,VCON,47,51
2012,VCON,50,50
2013,VCON,40,43
2014,VCON,35,40
2015,VCON,45,49
2016,VCON,36,40
2017,VCON,27,32
2018,VCON,28,32
2009,VIDE,70,66
2010,VIDE,59,53
2011,VIDE,64,57
2012,VIDE,49,48
2013,VIDE,14,20
2014,VIDE,13,16
2015,VIDE,12,15
2016,VIDE,20,21
2017,VIDE,12,15
2018,VIDE,15,15
2009,VIRC,191,184
2010,VIRC,181,183
2011,VIRC,166,169
2012,VIRC,159,157
2013,VIRC,156,152
2014,VIRC,164,157
2015,VIRC,169,158
2016,VIRC,173,162
2017,VIRC,189,180
2018,VIRC,201,193
2010,VSH,2725,2109
2011,VSH,2594,2062
2012,VSH,2230,1884
2013,VSH,2371,2002
2014,VSH,2493,2087
2015,VSH,2300,1944
2016,VSH,2323,1962
2017,VSH,2604,2118
2018,VSH,3035,2388
2019,VSH,2668,2217
2010,VLVLY,39181,34164
2011,VLVLY,45153,38931
2012,VLVLY,46662,41428
2013,VLVLY,42429,38394
2014,VLVLY,36162,32487
2015,VLVLY,36991,32430
2016,VLVLY,33249,28959
2017,VLVLY,40957,35334
2018,VLVLY,43978,37266
2019,VLVLY,46241,38941
2010,WDFC,322,262
2011,WDFC,336,278
2012,WDFC,343,286
2013,WDFC,369,305
2014,WDFC,383,313
2015,WDFC,378,306
2016,WDFC,381,303
2017,WDFC,381,298
2018,WDFC,409,322
2019,WDFC,423,333
2010,FTO,5878,5690
2010,WSCI,19,16
2011,WSCI,25,22
2012,WSCI,32,28
2013,WSCI,34,31
2014,WSCI,43,38
2015,WSCI,43,40
2016,WSCI,35,33
2017,WSCI,31,30
2010,WPP.2,1056,948
2011,WPP.2,1035,923
2012,WPP.2,822,761
2013,WPP.2,349,312
2014,WPP.2,352,308
2010,WST,1105,925
2011,WST,1192,998
2012,WST,1266,1053
2013,WST,1368,1122
2014,WST,1421,1150
2015,WST,1400,1122
2016,WST,1509,1194
2017,WST,1599,1272
2018,WST,1729,1371
2010,WDC,9850,7788
2011,WDC,9526,8101
2012,WDC,12478,9527
2013,WDC,15351,12033
2014,WDC,15130,12000
2015,WDC,14572,11693
2016,WDC,12994,10573
2017,WDC,19093,14590
2018,WDC,20647,14734
2019,WDC,16569,14337
2010,MWV,5693,4806
2011,MWV,6060,5045
2012,MWV,5459,4657
2013,MWV,5389,4626
2014,MWV,5631,4683
2010,WY,6552,5600
2011,WY,6216,5275
2012,WY,7059,6016
2013,WY,8529,6945
2014,WY,7403,5747
2015,WY,7082,5641
2016,WY,6365,4854
2017,WY,7196,5188
2018,WY,7476,5520
2010,HNH,582,524
2011,HNH,664,598
2012,HNH,629,563
2013,HNH,655,588
2014,HNH,600,540
2015,HNH,649,580
2016,HNH,828,731
2010,WHR,18366,16791
2011,WHR,18666,17276
2012,WHR,18143,16534
2013,WHR,18769,16767
2014,WHR,19872,17843
2015,WHR,20891,18744
2016,WHR,20718,18536
2017,WHR,21288,19180
2018,WHR,21037,19068
2019,WHR,20419,18465
2009,JW.A,1699,1366
2010,JW.A,1743,1404
2011,JW.A,1783,1415
2012,JW.A,1761,1409
2013,JW.A,1775,1418
2014,JW.A,1822,1443
2015,JW.A,1727,1394
2016,JW.A,1719,1380
2017,JW.A,1796,1412
2018,JW.A,1800,1449
2010,WMS.1,765,530
2011,WMS.1,783,570
2012,WMS.1,690,495
2013,WMS.1,697,518
2010,WGO,449,443
2011,WGO,496,480
2012,WGO,582,567
2013,WGO,803,754
2014,WGO,945,878
2015,WGO,977,911
2016,WGO,975,907
2017,WGO,1547,1383
2018,WGO,2017,1835
2019,WGO,1986,1805
2010,WWW,1249,1088
2011,WWW,1409,1224
2012,WWW,1641,1462
2013,WWW,2691,2394
2014,WWW,2761,2436
2015,WWW,2692,2404
2016,WWW,2495,2241
2017,WWW,2350,2110
2018,WWW,2239,1941
2010,WWD,1457,1199
2011,WWD,1712,1420
2012,WWD,1866,1575
2013,WWD,1936,1620
2014,WWD,2001,1676
2015,WWD,2038,1699
2016,WWD,2023,1699
2017,WWD,2099,1748
2018,WWD,2326,1932
2019,WWD,2900,2360
2009,WOR,1943,1817
2010,WOR,2443,2259
2011,WOR,2535,2375
2012,WOR,2612,2407
2013,WOR,3126,2858
2014,WOR,3384,3134
2015,WOR,2820,2576
2016,WOR,3014,2708
2017,WOR,3582,3279
2018,WOR,3760,3522
2010,IFABF,0,0
2011,IFABF,0,0
2012,IFABF,6,6
2013,IFABF,8,8
2014,IFABF,13,12
2015,IFABF,13,13
2016,IFABF,14,14
2017,IFABF,19,16
2018,IFABF,15,14
2019,IFABF,10,12
2010,XRX,21633,18538
2011,XRX,22626,19380
2012,XRX,22390,19241
2013,XRX,21435,18458
2014,XRX,19540,16676
2015,XRX,18161,15724
2016,XRX,10771,9049
2017,XRX,10265,8669
2018,XRX,9830,8058
2019,XRX,9066,7358
2010,SPB,0,19
2011,SPB,3478,3097
2012,SPB,4481,3764
2013,SPB,5543,4355
2014,SPB,5963,5085
2015,SPB,5816,5631
2016,SPB,5215,4336
2017,SPB,5009,4157
2018,SPB,3146,2627
2019,SPB,3802,3310
2010,ZIGO,101,94
2011,ZIGO,150,122
2012,ZIGO,167,131
2013,ZIGO,149,132
2011,FLUX,0,0
2012,FLUX,6,8
2013,FLUX,1,6
2014,FLUX,0,4
2015,FLUX,1,4
2016,FLUX,1,5
2017,FLUX,1,5
2018,FLUX,4,10
2019,FLUX,9,20
2010,OSK,9842,8287
2011,OSK,7585,6932
2012,OSK,8181,7681
2013,OSK,7665,7006
2014,OSK,6817,6184
2015,OSK,6098,5585
2016,OSK,6279,5762
2017,OSK,6830,6204
2018,OSK,7706,6948
2019,OSK,8382,7468
2010,PENX,254,246
2011,PENX,315,298
2012,PENX,433,410
2013,PENX,467,445
2014,PENX,444,417
2010,SKFRY,9032,7494
2011,SKFRY,9633,8021
2012,SKFRY,9923,8564
2013,SKFRY,9898,8599
2014,SKFRY,9071,7855
2015,SKFRY,8995,7938
2016,SKFRY,8016,6973
2017,SKFRY,9536,8246
2018,SKFRY,9645,8342
2010,LCII,573,512
2011,LCII,681,612
2012,LCII,901,816
2013,LCII,1016,908
2014,LCII,1191,1061
2015,LCII,1403,1241
2016,LCII,1679,1431
2017,LCII,2148,1878
2018,LCII,2476,2210
2019,LCII,2371,2096
2010,CASM,24,25
2011,CASM,22,28
2012,CASM,23,29
2013,CASM,22,31
2014,CASM,23,28
2015,CASM,22,26
2016,CASM,22,26
2017,CASM,19,24
2018,CASM,22,25
2011,PPCB,0,0
2012,PPCB,0,12
2013,PPCB,0,1
2014,PPCB,0,1
2015,PPCB,0,2
2016,PPCB,0,7
2017,PPCB,0,6
2018,PPCB,0,4
2019,PPCB,0,3
2010,AEPI,801,764
2011,AEPI,975,927
2012,AEPI,1153,1073
2013,AEPI,1144,1082
2014,AEPI,1193,1153
2015,AEPI,1141,1048
2016,AEPI,1096,996
2010,DPAC,8,7
2009,BLUD1,329,189
2010,BLUD1,333,185
2011,BLUD1,337,248
2012,BLUD1,348,232
2013,BLUD1,388,269
2014,BLUD1,389,272
2015,BLUD1,380,277
2010,ACUR,3,16
2011,ACUR,20,10
2012,ACUR,0,10
2013,ACUR,0,14
2014,ACUR,1,13
2015,ACUR,8,12
2016,ACUR,4,11
2017,ACUR,3,8
2018,ACUR,0,4
2010,CAWW,51,51
2011,CAWW,49,48
2012,CAWW,53,52
2013,CAWW,39,48
2014,CAWW,30,32
2015,CAWW,25,25
2016,CAWW,20,17
2017,CAWW,20,16
2018,CAWW,17,16
2009,RMCF,28,22
2010,RMCF,31,25
2011,RMCF,35,28
2012,RMCF,36,30
2013,RMCF,39,32
2014,RMCF,42,33
2015,RMCF,40,33
2016,RMCF,38,31
2017,RMCF,38,32
2018,RMCF,35,30
2011,RWFC,0,0
2012,RWFC,0,2
2013,RWFC,0,1
2010,MEIL,6,7
2011,MEIL,12,12
2012,MEIL,7,10
2013,MEIL,9,14
2014,MEIL,5,11
2011,MJTV,0,0
2012,MJTV,0,0
2013,MJTV,0,1
2014,MJTV,0,1
2015,MJTV,0,0
2016,MJTV,0,10
2017,MJTV,0,0
2018,MJTV,0,0
2010,EMC,17015,13015
2011,EMC,20008,14952
2012,EMC,21714,16120
2013,EMC,23222,17165
2014,EMC,24440,18099
2015,EMC,24780,19295
2010,BYI,778,509
2011,BYI,758,532
2012,BYI,880,607
2013,BYI,997,671
2014,BYI,1215,793
2010,COTY,0,0
2011,COTY,4086,3516
2012,COTY,4611,3965
2013,COTY,4649,3962
2014,COTY,4567,3853
2015,COTY,4390,3650
2016,COTY,4349,3576
2017,COTY,7650,6599
2018,COTY,9398,8014
2019,COTY,8649,7316
2011,3ADIE,0,0
2009,RGEN,21,25
2010,RGEN,27,26
2011,RGEN,23,23
2012,RGEN,62,47
2013,RGEN,68,42
2014,RGEN,64,46
2015,RGEN,84,61
2016,RGEN,105,78
2017,RGEN,141,105
2018,RGEN,194,150
2010,XRIT,223,169
2011,XRIT,238,176
2010,DSS.1,13,16
2011,DSS.1,13,16
2012,DSS.1,17,19
2010,TKLC,424,359
2010,CY,878,727
2011,CY,995,812
2012,CY,770,719
2013,CY,723,691
2014,CY,725,648
2015,CY,1608,1535
2016,CY,1923,1728
2017,CY,2328,1954
2018,CY,2484,2021
2010,LLTC,1170,561
2011,LLTC,1484,661
2012,LLTC,1267,629
2013,LLTC,1282,654
2014,LLTC,1388,697
2015,LLTC,1475,738
2016,LLTC,1424,739
2010,GENZ,4049,3169
2009,SIGM,206,186
2010,SIGM,287,246
2011,SIGM,183,216
2012,SIGM,217,253
2013,SIGM,199,185
2014,SIGM,188,180
2015,SIGM,227,203
2016,SIGM,221,210
2017,SIGM,66,108
2009,MEAS,210,185
2010,MEAS,275,224
2011,MEAS,313,260
2012,MEAS,347,288
2013,MEAS,413,340
2010,AMAG,66,145
2011,AMAG,61,135
2012,AMAG,85,96
2013,AMAG,81,87
2014,AMAG,124,111
2015,AMAG,418,204
2016,AMAG,532,307
2017,AMAG,610,409
2018,AMAG,474,373
2010,XOMA,34,95
2011,XOMA,58,85
2012,XOMA,34,81
2013,XOMA,35,90
2014,XOMA,19,99
2015,XOMA,55,91
2016,XOMA,6,62
2017,XOMA,53,32
2018,XOMA,5,20
2010,GBIM,0,0
2011,GBIM,0,0
2012,GBIM,15,16
2013,GBIM,23,14
2014,GBIM,6,11
2015,GBIM,6,9
2010,ASTE,771,705
2011,ASTE,956,874
2012,ASTE,936,863
2013,ASTE,933,855
2014,ASTE,976,900
2015,ASTE,983,908
2016,ASTE,1147,1036
2017,ASTE,1185,1104
2018,ASTE,1247,1151
2010,3CLIFE,0,0
2010,SVCBY,16152,13816
2011,SVCBY,11833,9862
2012,SVCBY,13125,11067
2013,SVCBY,13854,11576
2014,SVCBY,13298,11096
2015,SVCBY,13649,11427
2016,SVCBY,12920,10707
2017,SVCBY,2235,1848
2018,SVCBY,2327,1811
2019,SVCBY,2332,1838
2010,3CHBD,100,105
2011,3CHBD,85,96
2009,AMWD,407,412
2010,AMWD,453,458
2011,AMWD,516,511
2012,AMWD,630,600
2013,AMWD,727,680
2014,AMWD,825,758
2015,AMWD,947,839
2016,AMWD,1030,902
2017,AMWD,1250,1081
2018,AMWD,1645,1408
2010,NHYDY,12861,11832
2011,NHYDY,15322,13811
2012,NHYDY,11540,10624
2013,NHYDY,10696,9755
2014,NHYDY,10413,9226
2015,NHYDY,9904,8530
2016,NHYDY,9518,8369
2017,NHYDY,13349,11660
2018,NHYDY,18389,16747
2019,NHYDY,17037,15873
2010,RDS.A,368056,326332
2011,RDS.A,470171,414259
2012,RDS.A,467153,415078
2013,RDS.A,451235,402910
2014,RDS.A,421105,376727
2015,RDS.A,264960,241507
2016,RDS.A,233591,206231
2017,RDS.A,305179,263475
2018,RDS.A,388379,335055
2019,RDS.A,344877,293230
2010,HOG,4859,3608
2011,HOG,5312,4004
2012,HOG,5581,4187
2013,HOG,5900,4416
2014,HOG,6229,4604
2015,HOG,5995,4476
2016,HOG,5996,4564
2017,HOG,5647,4354
2018,HOG,5717,4439
2010,AURX.1,0,4
2011,AURX.1,0,8
2010,VIVO,143,96
2011,VIVO,160,112
2012,VIVO,174,118
2013,VIVO,189,126
2014,VIVO,189,131
2015,VIVO,195,134
2016,VIVO,196,136
2017,VIVO,201,148
2018,VIVO,214,165
2019,VIVO,201,152
2010,WTS,1275,1100
2011,WTS,1437,1237
2012,WTS,1446,1262
2013,WTS,1474,1284
2014,WTS,1514,1314
2015,WTS,1468,1263
2016,WTS,1398,1188
2017,WTS,1457,1231
2018,WTS,1565,1325
2019,WTS,1601,1349
2010,PDEX,23,21
2011,PDEX,27,23
2012,PDEX,17,18
2013,PDEX,12,13
2014,PDEX,11,11
2015,PDEX,13,14
2016,PDEX,20,19
2017,PDEX,22,19
2018,PDEX,22,19
2019,PDEX,27,22
2010,CLFD,24,23
2011,CLFD,35,31
2012,CLFD,37,33
2013,CLFD,53,45
2014,CLFD,58,49
2015,CLFD,60,52
2016,CLFD,75,63
2017,CLFD,74,66
2018,CLFD,78,70
2019,CLFD,85,78
2010,RADA,28,25
2011,RADA,19,19
2012,RADA,22,22
2013,RADA,22,22
2014,RADA,22,20
2015,RADA,15,17
2016,RADA,13,16
2017,RADA,26,24
2018,RADA,28,27
2010,FSYS,431,357
2011,FSYS,418,385
2012,FSYS,394,369
2013,FSYS,400,380
2014,FSYS,339,330
2015,FSYS,263,262
2009,CYAN,16,14
2010,CYAN,17,15
2011,CYAN,25,21
2012,CYAN,28,24
2013,CYAN,29,28
2014,CYAN,34,32
2015,CYAN,32,31
2016,CYAN,32,31
2017,CYAN,34,31
2018,CYAN,30,31
2010,VHI,1593,1405
2011,VHI,2084,1541
2012,VHI,2087,1716
2013,VHI,1864,1986
2014,VHI,1863,1658
2015,VHI,1533,1488
2016,VHI,1567,1463
2017,VHI,1879,1488
2018,VHI,1820,1463
2010,MAG.3,81,82
2011,MAG.3,110,103
2012,MAG.3,114,104
2013,MAG.3,103,97
2014,MAG.3,110,98
2010,UNDT,0,1
2011,UNDT,0,1
2012,UNDT,0,1
2013,UNDT,0,0
2014,UNDT,0,0
2015,UNDT,0,0
2009,LAKE,94,90
2010,LAKE,101,95
2011,LAKE,96,93
2012,LAKE,95,95
2013,LAKE,91,90
2014,LAKE,100,92
2015,LAKE,100,87
2016,LAKE,86,78
2017,LAKE,96,87
2018,LAKE,99,93
2009,WACLY,1748,1644
2010,WACLY,2002,1870
2011,WACLY,2086,1898
2012,WACLY,1881,1714
2013,WACLY,1882,1698
2014,WACLY,1599,1447
2015,WACLY,1805,1639
2016,WACLY,1758,1614
2017,WACLY,1843,1671
2018,WACLY,1753,1605
2010,EMRI,31,32
2011,EMRI,34,35
2012,EMRI,34,34
2013,EMRI,32,31
2014,EMRI,36,34
2010,TGX,82,71
2011,TGX,83,70
2012,TGX,83,71
2010,CVM,0,18
2011,CVM,1,18
2012,CVM,0,17
2013,CVM,0,20
2014,CVM,0,28
2015,CVM,1,35
2016,CVM,0,23
2017,CVM,0,21
2018,CVM,0,17
2019,CVM,0,20
2010,ABEO,0,8
2011,ABEO,2,9
2012,ABEO,4,8
2013,ABEO,2,6
2014,ABEO,1,4
2015,ABEO,1,19
2016,ABEO,1,24
2017,ABEO,1,28
2018,ABEO,3,59
2010,ANIX,1,6
2011,ANIX,1,6
2012,ANIX,1,5
2013,ANIX,0,8
2014,ANIX,4,9
2015,ANIX,9,10
2016,ANIX,0,4
2017,ANIX,0,6
2018,ANIX,1,14
2019,ANIX,0,11
2010,APYX,24,24
2011,APYX,25,24
2012,APYX,28,26
2013,APYX,24,25
2014,APYX,28,33
2015,APYX,30,36
2016,APYX,37,40
2017,APYX,39,42
2018,APYX,17,29
2010,IBAL,8,7
2011,IBAL,11,10
2012,IBAL,18,16
2013,IBAL,16,15
2014,IBAL,20,18
2015,IBAL,18,17
2016,IBAL,12,12
2017,IBAL,10,10
2018,IBAL,11,11
2019,IBAL,10,10
2010,OGNG,0,0
2011,OGNG,0,0
2012,OGNG,0,0
2013,OGNG,0,0
2013,DWWEF,21,20
2014,DWWEF,26,24
2015,DWWEF,29,28
2016,DWWEF,34,32
2017,DWWEF,34,31
2018,DWWEF,28,29
2010,BMERQ,1,16
2011,BMERQ,2,17
2012,BMERQ,1,13
2013,BMERQ,3,10
2014,BMERQ,5,13
2010,CCEP,6714,5513
2011,CCEP,8284,6906
2012,CCEP,8062,6714
2013,CCEP,8212,6865
2014,CCEP,8264,6853
2015,CCEP,7011,5816
2016,CCEP,9637,7542
2017,CCEP,13299,10915
2018,CCEP,13187,10799
2010,PARS,0,1
2011,PARS,0,2
2010,STKL,899,841
2011,STKL,1082,1028
2012,STKL,1091,1025
2013,STKL,1182,1122
2014,STKL,1243,1176
2015,STKL,1145,1092
2016,STKL,1347,1271
2017,STKL,1280,1214
2018,STKL,1261,1223
2010,PPC,6882,6411
2011,PPC,7536,7686
2012,PPC,8121,7725
2013,PPC,8411,7605
2014,PPC,8583,7236
2015,PPC,8180,6978
2016,PPC,7931,7040
2017,PPC,10768,9380
2018,PPC,10938,10148
2010,HAR,3364,3106
2011,HAR,3772,3461
2012,HAR,4364,3948
2013,HAR,4298,3890
2014,HAR,5348,4778
2015,HAR,6155,5452
2016,HAR,6912,6073
2010,LOJN,147,139
2011,LOJN,141,130
2012,LOJN,133,128
2013,LOJN,140,136
2014,LOJN,134,134
2015,LOJN,128,121
2010,AXIHQ,2,8
2011,AXIHQ,4,10
2012,AXIHQ,5,11
2013,AXIHQ,7,13
2014,AXIHQ,14,41
2010,GTII,0,27
2011,GTII,0,2
2012,GTII,0,5
2013,GTII,0,0
2014,GTII,0,0
2015,GTII,0,0
2016,GTII,0,8
2017,GTII,0,2
2018,GTII,0,3
2010,ISR,5,8
2011,ISR,5,7
2012,ISR,5,8
2013,ISR,5,8
2014,ISR,4,8
2015,ISR,5,8
2016,ISR,5,10
2017,ISR,5,11
2018,ISR,6,12
2019,ISR,7,12
2010,JJSF,697,590
2011,JJSF,744,637
2012,JJSF,831,715
2013,JJSF,868,737
2014,JJSF,919,775
2015,JJSF,976,828
2016,JJSF,993,840
2017,JJSF,1084,926
2018,JJSF,1138,981
2019,JJSF,1186,1021
2010,NXXIQ,9,6
2011,NXXIQ,7,6
2010,CAPI,1,4
2010,ZQKSQ,1838,1648
2011,ZQKSQ,1953,1776
2012,ZQKSQ,2013,1885
2013,ZQKSQ,1811,1722
2014,ZQKSQ,1570,1559
2015,ZQKSQ,1346,1394
2010,ICAD,25,27
2011,ICAD,29,38
2012,ICAD,28,31
2013,ICAD,33,32
2014,ICAD,44,39
2015,ICAD,42,41
2016,ICAD,26,34
2017,ICAD,28,36
2018,ICAD,26,33
2010,SCIE,0,3
2011,SCIE,0,4
2012,SCIE,0,4
2013,SCIE,0,3
2014,SCIE,0,3
2015,SCIE,0,2
2016,SCIE,0,2
2010,AXLL,2818,2612
2011,AXLL,3223,2990
2012,AXLL,3326,2984
2013,AXLL,4666,3987
2014,AXLL,4569,4126
2015,AXLL,3361,3024
2010,OSUR,75,75
2011,OSUR,82,83
2012,OSUR,88,97
2013,OSUR,96,113
2014,OSUR,106,110
2015,OSUR,120,106
2016,OSUR,128,102
2017,OSUR,167,133
2018,OSUR,182,136
2011,ATKR1,1650,1562
2012,ATKR1,1687,1585
2013,ATKR1,1476,1394
2010,RGRX,1,6
2011,RGRX,2,8
2012,RGRX,1,2
2013,RGRX,0,1
2014,RGRX,0,2
2015,RGRX,0,2
2016,RGRX,0,2
2017,RGRX,0,1
2018,RGRX,0,1
2010,PLXS,2013,1877
2011,PLXS,2231,2084
2012,PLXS,2307,2153
2013,PLXS,2228,2082
2014,PLXS,2378,2218
2015,PLXS,2654,2489
2016,PLXS,2556,2394
2017,PLXS,2528,2351
2018,PLXS,2874,2693
2019,PLXS,3164,2968
2010,LECT.1,0,2
2010,KRFT,17840,14490
2011,KRFT,18710,15370
2012,KRFT,18380,15069
2013,KRFT,18218,12944
2014,KRFT,18205,15823
2010,MHED,2433,2051
2011,MHED,2292,1918
2012,MHED,0,0
2013,MHED,0,0
2014,MHED,1856,1638
2011,AWGI,0,0
2012,AWGI,0,1
2013,AWGI,0,3
2014,AWGI,0,3
2015,AWGI,0,2
2016,AWGI,0,1
2010,BLD.2,148,147
2011,BLD.2,161,160
2010,JOY,3524,2772
2011,JOY,4404,3408
2012,JOY,5661,4332
2013,JOY,5013,3931
2014,JOY,3778,3117
2015,JOY,3172,2780
2016,JOY,2371,2179
2009,NWK,74,88
2010,NWK,60,82
2011,NWK,50,79
2010,SYNO,69,59
2011,SYNO,82,68
2012,RCHA,0,0
2013,RCHA,0,3
2014,RCHA,0,4
2015,RCHA,0,1
2016,RCHA,0,1
2017,RCHA,0,1
2009,PARL,148,167
2010,PARL,123,118
2009,SOTK,7,7
2010,SOTK,10,9
2011,SOTK,12,10
2012,SOTK,10,9
2013,SOTK,10,9
2014,SOTK,11,10
2015,SOTK,12,11
2016,SOTK,10,9
2017,SOTK,11,10
2018,SOTK,12,11
2010,CYTR,0,17
2011,CYTR,0,23
2012,CYTR,0,21
2013,CYTR,0,28
2014,CYTR,0,50
2015,CYTR,0,58
2016,CYTR,0,52
2017,CYTR,0,32
2018,CYTR,0,8
2010,PLAB,426,304
2011,PLAB,512,345
2012,PLAB,450,321
2013,PLAB,422,319
2014,PLAB,456,346
2015,PLAB,524,370
2016,PLAB,483,349
2017,PLAB,451,332
2018,PLAB,535,385
2019,PLAB,551,415
2010,ICCC,4,5
2011,ICCC,5,5
2012,ICCC,5,5
2013,ICCC,6,6
2014,ICCC,8,6
2015,ICCC,10,8
2016,ICCC,10,8
2017,ICCC,10,10
2018,ICCC,11,12
2009,KRMD,4,3
2010,KRMD,5,4
2011,KRMD,6,5
2012,KRMD,8,7
2013,KRMD,9,7
2014,KRMD,11,10
2015,KRMD,12,11
2016,KRMD,12,13
2017,KRMD,13,12
2018,KRMD,17,15
2010,HJOE,2,4
2011,HJOE,2,4
2012,HJOE,1,3
2013,HJOE,0,2
2010,RCPIQ,1,21
2011,RCPIQ,2,39
2012,RCPIQ,6,30
2013,RCPIQ,9,42
2014,RCPIQ,0,27
2015,RCPIQ,0,11
2010,SAFM,1925,1671
2011,SAFM,1978,2056
2012,SAFM,2386,2230
2013,SAFM,2683,2413
2014,SAFM,2775,2329
2015,SAFM,2803,2393
2016,SAFM,2816,2437
2017,SAFM,3342,2817
2018,SAFM,3236,3086
2019,SAFM,3440,3244
2009,CHHP.1,336,336
2010,CHHP.1,355,339
2009,VOXX,551,539
2010,VOXX,562,545
2011,VOXX,707,650
2012,VOXX,836,778
2013,VOXX,810,772
2014,VOXX,757,724
2015,VOXX,681,667
2016,VOXX,681,663
2017,VOXX,507,514
2018,VOXX,447,448
2011,NAKD.1,0,0
2012,NAKD.1,1,2
2013,NAKD.1,1,3
2014,NAKD.1,1,7
2015,NAKD.1,1,13
2016,NAKD.1,2,13
2017,NAKD.1,3,9
2010,NDCP,1,1
2010,CCC.1,482,402
2011,CCC.1,541,461
2012,CCC.1,562,486
2013,CCC.1,548,453
2014,CCC.1,555,446
2015,CCC.1,535,433
2016,CCC.1,514,435
2017,CCC.1,620,528
2010,SWTX.1,45,36
2010,TMSG,11,9
2011,TMSG,10,9
2010,XETA,86,81
2011,GVHIB,0,1
2012,GVHIB,0,3
2010,MMTC,0,2
2011,MMTC,0,1
2012,MMTC,0,1
2013,MMTC,0,1
2010,SNGX,2,9
2011,SNGX,8,10
2012,SNGX,3,8
2013,SNGX,3,10
2014,SNGX,7,14
2015,SNGX,9,16
2016,SNGX,10,16
2017,SNGX,5,13
2018,SNGX,5,14
2011,WWAV,2068,1825
2012,WWAV,2325,2071
2013,WWAV,2542,2270
2014,WWAV,3437,3045
2015,WWAV,3866,3387
2016,WWAV,4198,3620
2010,TBL,1429,1260
2010,MIDD,719,578
2011,MIDD,856,688
2012,MIDD,1038,824
2013,MIDD,1429,1133
2014,MIDD,1637,1295
2015,MIDD,1827,1435
2016,MIDD,2268,1755
2017,MIDD,2336,1791
2018,MIDD,2723,2153
2010,CPSH,21,20
2011,CPSH,20,19
2012,CPSH,14,16
2013,CPSH,21,19
2014,CPSH,23,21
2015,CPSH,22,21
2016,CPSH,15,16
2017,CPSH,15,16
2018,CPSH,22,22
2010,CELG,3626,2330
2011,CELG,4842,2962
2012,CELG,5507,3188
2013,CELG,6494,4147
2014,CELG,7670,4580
2015,CELG,9256,6302
2016,CELG,11229,6347
2017,CELG,13003,6728
2018,CELG,15281,8183
2009,ABMD,86,107
